672.15 332.51 289.34 283.20 316.49 320.80 334.52 388.73 330.83 332.23 342.47 370.63 394.36 382.92 404.76 426.89 2517.61 2543.80 456.13 448.58 475.09 497.83 493.26 501.58 473.04 460.41 453.26 456.04 489.05 483.54 473.46 468.91 454.02 449.98 470.99 489.61 511.23 489.17 484.64 476.67 441.24 408.51 386.65 374.60 373.01 375.24 378.30 378.80 375.77 401.82 399.79 383.33 371.03 395.09 416.45 416.95 412.73 396.05 398.77 408.92 388.77 377.29 373.75 383.89 382.85 401.33 395.70 411.16 431.68 420.20 396.11 441.78 414.92 411.00 405.40 373.58 358.88 356.84 363.12 359.22 352.60 357.09 353.05 360.52 368.08 351.19 337.22 325.23 331.23 322.92 311.21 310.11 302.44 303.38 292.65 300.20 299.61 307.60 292.84 294.88 294.83 296.45 285.05 280.08 285.92 281.94 282.86 287.34 280.79 268.99 277.20 296.31 297.75 271.65 267.15 270.88 286.35 264.94 249.45 249.71 268.35 273.27 256.72 236.78 228.75 219.97 207.52 195.32
684.01 332.60 286.18 281.00 312.35 309.97 326.97 374.04 344.57 322.71 335.88 369.89 389.13 392.02 406.35 427.01 449.83 473.94 448.43 439.57 475.76 490.90 490.88 495.52 486.13 482.48 473.24 455.96 479.47 477.65 469.99 467.14 453.72 445.72 446.40 479.92 514.11 492.17 490.74 462.48 433.00 410.53 386.45 374.77 379.84 369.96 369.70 384.54 369.69 372.99 396.74 385.37 384.38 399.55 401.88 422.28 402.76 384.20 403.73 415.76 408.19 388.00 379.00 380.86 383.58 393.90 409.68 428.49 405.03 417.67 409.06 428.35 411.56 394.57 412.75 391.53 373.42 364.32 373.93 370.01 368.26 348.51 347.95 350.98 343.46 350.80 338.19 329.65 318.79 328.36 309.06 307.32 314.77 325.73 306.96 301.04 305.87 309.79 290.95 280.79 276.66 275.00 278.59 275.89 276.48 267.29 279.63 274.54 271.34 274.11 275.00 295.10 275.93 262.50 271.42 279.90 301.71 269.14 265.62 252.61 248.40 243.57 241.38 227.22 212.67 208.30 202.80 199.21
696.95 329.28 290.22 277.25 303.82 315.86 322.90 376.33 333.52 312.09 326.71 359.71 379.32 389.56 405.23 422.80 442.60 457.70 441.08 436.13 476.80 494.07 484.23 489.46 484.92 494.50 473.08 455.02 468.55 457.99 458.09 464.71 448.73 444.72 432.54 462.21 479.91 477.68 496.90 474.40 435.10 408.32 394.27 380.10 375.87 362.36 362.37 374.69 366.35 377.33 385.29 400.30 391.25 397.32 371.40 377.36 399.16 392.49 412.68 401.82 417.11 420.16 392.79 383.06 389.00 399.10 409.76 415.62 403.31 389.64 407.09 406.69 398.08 399.82 401.37 408.00 377.79 381.36 374.91 377.87 379.72 356.66 345.03 342.74 342.99 354.30 348.84 336.52 327.49 313.02 319.58 319.12 321.41 319.91 306.21 293.98 290.80 299.06 294.67 281.22 272.38 269.00 268.14 278.55 279.92 280.11 283.88 291.77 283.47 278.42 273.09 290.22 270.56 269.61 275.97 286.00 289.31 275.28 247.96 237.31 229.11 231.16 241.49 232.98 219.08 208.42 207.71 211.72
708.53 316.72 282.32 274.82 286.90 292.42 332.11 372.07 329.02 301.99 318.56 357.36 375.94 391.15 399.39 421.65 440.50 461.45 443.16 432.05 480.94 494.05 488.89 480.59 472.88 478.72 472.27 452.81 455.67 457.09 450.11 450.85 448.08 446.08 434.57 449.30 454.51 450.51 460.84 461.12 446.42 413.93 391.21 386.99 387.59 360.21 358.23 359.58 361.83 379.81 376.28 427.71 392.21 382.65 366.47 372.32 383.21 397.22 424.07 414.96 409.78 436.71 441.94 406.66 417.74 401.73 395.23 390.68 382.95 375.24 388.73 386.49 384.18 406.10 420.98 422.21 399.93 386.66 385.96 390.08 387.93 378.07 361.72 355.96 353.59 353.73 357.18 350.52 339.33 321.98 317.30 319.33 311.32 312.33 303.92 294.43 290.62 284.82 289.13 275.47 272.75 274.23 275.85 273.61 271.70 274.08 280.94 286.40 278.71 291.66 291.99 278.09 260.44 262.03 264.84 271.07 274.99 260.80 247.82 233.44 238.06 225.98 221.86 230.72 224.49 220.89 215.23 205.57
703.64 312.83 278.58 258.19 271.94 282.21 313.21 356.55 338.56 298.40 313.48 358.49 370.30 379.33 389.61 413.10 440.18 459.66 437.31 425.20 486.60 493.14 479.00 483.46 471.63 467.88 450.77 444.87 456.88 462.13 442.98 446.30 437.67 437.24 418.78 440.05 434.07 418.88 427.57 425.55 436.67 422.26 399.30 407.80 372.09 362.45 363.06 354.98 363.99 364.85 374.08 401.25 384.80 382.18 372.63 370.22 367.49 387.73 400.36 413.52 396.13 409.28 429.48 419.43 419.38 407.77 402.50 376.66 372.18 367.04 390.30 400.02 386.52 399.28 433.78 425.04 404.84 383.91 393.19 393.53 386.35 382.78 383.41 373.62 370.07 371.81 371.06 366.08 351.26 336.32 333.27 323.08 319.85 311.16 313.53 288.02 294.26 287.81 297.43 277.33 268.57 265.67 259.47 260.70 263.40 260.40 265.84 272.90 277.17 284.39 294.11 278.30 265.22 263.87 261.79 260.07 284.25 273.02 249.54 240.46 237.34 226.65 221.06 219.34 216.63 226.53 227.39 214.53
662.50 308.80 269.80 258.62 267.59 275.09 295.83 346.75 332.24 278.36 299.51 329.58 369.13 367.57 376.82 401.79 426.39 446.59 425.75 416.36 479.54 482.92 478.54 477.23 454.71 450.54 436.34 430.30 456.52 462.73 444.50 442.97 432.71 417.53 406.00 438.88 418.04 395.30 397.14 393.92 418.55 425.28 409.11 401.26 372.74 371.91 363.24 346.38 348.33 349.12 369.59 388.05 410.22 396.16 365.59 368.48 368.52 378.05 391.90 424.55 420.72 417.75 420.56 414.98 415.21 403.60 390.41 373.16 371.14 375.18 407.80 392.52 376.78 394.82 410.86 434.07 423.25 399.97 392.94 407.53 392.89 409.14 412.53 418.78 413.26 395.29 382.20 367.63 356.06 345.18 339.98 327.76 317.83 299.45 295.92 289.45 291.78 283.85 280.82 267.57 266.88 259.56 259.02 253.29 249.34 250.49 254.21 256.52 264.41 265.89 265.86 267.19 256.82 257.21 253.93 266.91 265.69 276.60 257.85 236.60 235.44 227.04 229.51 236.46 213.11 227.04 223.52 218.91
605.33 306.07 269.85 248.66 264.36 258.47 285.44 319.08 332.83 271.51 288.69 306.78 360.63 357.12 357.22 384.53 414.12 432.59 415.85 410.96 471.60 462.37 472.41 467.17 441.55 430.85 433.01 424.57 450.85 441.82 438.63 441.39 421.57 409.12 387.94 410.02 394.49 382.47 377.97 392.35 411.44 409.89 404.27 398.47 373.08 362.92 357.77 337.81 343.01 346.64 361.30 379.14 394.48 402.84 382.06 377.41 365.67 388.91 380.27 390.36 445.65 454.14 431.12 405.78 401.30 403.49 399.74 380.60 392.95 392.03 394.45 386.57 371.41 377.02 395.78 417.83 422.81 410.89 401.49 415.34 427.12 430.47 415.09 424.85 415.74 437.80 419.78 384.92 377.98 346.05 337.06 332.83 310.29 296.33 293.64 294.65 282.72 277.98 269.84 266.85 251.96 247.86 250.08 253.58 248.27 241.68 241.41 245.74 245.98 253.90 262.76 259.48 247.58 250.06 250.00 251.90 249.81 256.92 246.68 244.27 244.34 242.93 228.25 224.06 214.66 215.79 212.74 195.23
733.47 298.98 262.35 244.18 265.02 283.50 279.12 309.45 343.50 282.24 290.47 318.19 343.95 367.66 368.25 394.10 416.00 431.25 421.69 411.55 448.06 455.34 457.15 446.95 427.44 426.39 428.44 416.42 436.32 426.32 441.38 426.05 407.76 398.56 380.85 391.84 378.33 366.15 365.99 377.01 380.36 397.68 398.44 399.10 374.65 349.84 340.40 338.34 345.27 348.68 347.84 349.22 364.28 387.14 373.77 365.13 353.45 371.05 380.00 386.83 415.88 436.13 435.14 431.39 434.68 404.14 389.89 385.19 400.43 393.95 367.16 370.31 362.17 377.81 402.91 423.54 434.52 409.60 403.02 413.05 424.07 442.49 442.28 422.28 411.47 418.42 428.99 409.43 388.94 357.86 346.81 342.67 325.10 299.95 292.86 299.36 296.06 274.19 261.91 262.90 252.38 243.00 241.21 239.76 235.92 235.22 240.60 236.72 249.36 238.32 237.95 237.12 233.35 233.92 236.75 245.12 247.11 245.71 239.62 242.94 241.66 230.56 220.16 215.85 209.36 208.06 197.47 185.07
647.04 297.76 261.40 235.95 260.80 280.03 272.93 290.84 320.71 277.75 277.72 298.70 315.59 345.65 363.09 378.35 405.33 413.38 410.91 405.54 426.98 434.63 437.23 427.62 419.44 409.00 406.28 407.06 417.15 422.99 434.12 416.24 393.97 395.52 381.04 386.88 367.95 348.85 359.13 362.03 369.01 375.79 400.32 384.29 373.34 350.74 336.48 341.00 337.15 339.66 341.13 336.58 357.65 360.49 359.27 362.70 374.21 377.65 381.42 402.29 414.03 418.79 445.56 436.54 433.11 395.38 381.35 382.80 397.20 380.71 365.56 363.53 355.88 383.32 400.03 440.70 428.43 396.60 403.92 414.71 440.83 466.00 451.43 414.93 404.07 411.25 406.89 423.17 410.39 383.77 351.23 342.84 336.54 319.97 295.60 280.35 278.67 292.74 272.63 265.77 253.21 247.33 247.13 235.02 229.89 228.27 230.89 223.40 241.42 237.55 234.89 224.98 217.92 226.88 238.18 240.86 240.75 238.70 250.68 241.91 235.61 220.81 225.80 209.08 196.12 195.38 190.61 186.53
597.17 290.66 256.22 231.45 256.19 265.71 271.68 276.95 298.84 261.37 267.99 280.41 298.78 327.44 349.36 363.81 388.45 392.84 396.08 403.70 410.59 421.79 414.60 415.07 400.11 395.13 389.03 393.70 404.77 416.79 428.70 403.79 376.48 390.42 385.88 377.62 376.22 357.33 347.34 349.41 354.08 352.26 399.92 378.06 367.15 357.81 344.19 332.17 341.01 339.14 333.90 332.95 340.90 352.24 362.97 393.42 397.70 416.51 400.80 398.90 419.40 402.43 430.26 414.62 410.13 390.52 378.11 366.47 380.99 364.07 373.92 379.06 370.74 382.63 393.08 429.41 435.32 399.12 401.29 432.74 427.39 441.92 509.58 419.84 416.69 418.95 408.30 404.90 374.78 348.87 360.98 340.30 337.08 327.63 305.87 299.65 286.54 299.84 297.07 273.15 267.47 250.09 245.99 236.94 224.96 219.47 222.82 215.61 225.17 226.93 218.93 216.61 215.04 228.77 229.50 225.27 224.05 233.00 239.91 225.53 214.42 222.22 216.79 203.17 198.74 198.51 201.28 185.05
